Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
1,745;HOSFRINOR SL;mediana;4669;Comercio al por mayor de otra maquinaria y equipo;B20401253;25000000;0;0.0;Sin match;1992;Donostia/San Sebastián;17 (eInforma/Empresite);www.hosfrinor.com;Venta, instalación y mantenimiento de maquinaria y refrigeración industrial para hostelería.;~1-2 técnicos;Web corporativa estándar. Venta e instalación de hardware de terceros, sin desarrollo de software propio.;No identificado públicamente;Empresa familiar.;Ninguno;Sin datos;NO. Su actividad se centra en la comercialización e instalación de equipamiento de hostelería, sin indicios de aplicar IA en sus productos o servicios.;ON-PREMISE;Empresa consolidada con más de 30 años de actividad y facturación entre 1,5 y 3 millones de euros.;Alto;Híbrido Hardware/Técnico de campo;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
1,747;ASTILLAS-GOIERRI SL.;mediana;1629;"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería";B75110254;25000000;0;0.0;Sin match;2014;Beasain;6 (eInforma);www.no identificado públicamente;Fabricación y comercialización de productos derivados de biomasa y astillas de madera.;~0-1 técnicos;Empresa industrial tradicional del sector de la madera sin evidencia de desarrollo de software propio.;No identificado públicamente;"LETAMENDIA ALTUNA ALEXANDER; ALTUNA AGUIRREZABALA MARIA ARANZAZU (Administradores Solidarios)";Ninguno;Sin datos;NO. No hay evidencia de uso o desarrollo de IA en su modelo de negocio.;No identificado públicamente;Empresa pequeña con resultado de último año negativo reportado. Baja probabilidad de capacidad para altos salarios tech.;Bajo;Industrial;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,748;INSTITUTO IBERMATICA DE INNOVACION S.L.;mediana;7219;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;B20897641;25000000;0;0.0;Sin match;2005;Derio;26-40 (eInforma/Ibermática Fundazioa);www.ibermaticafundazioa.com;Unidad de I+D de Ayesa, especializada en la aplicación de tecnologías de la información innovadoras.;~25-40 técnicos/investigadores;Centro de I+D enfocado en IA (Machine Learning, Deep Learning), Computación Cuántica, Blockchain, IoT y Ciberseguridad.;No identificado públicamente;AYESA IBERMATICA SA;Ninguno;Participa en el programa Hazitek del Gobierno Vasco (SPRI);SÍ, es una de sus áreas principales de investigación y desarrollo, aplicando Machine Learning, Deep Learning y Procesamiento del Lenguaje Natural en sus proyectos.;HÍBRIDA (IberCloud y nubes públicas como AWS/Azure/Google);Es la unidad de I+D de Ayesa, una multinacional de ingeniería y tecnología con una facturación que supera los 640 millones de euros.;Máximo;Perfil investigador y de ingeniería de software altamente especializado en tecnologías disruptivas.;TIBURÓN;VIABLE;🟢 VIABLE (67/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 33 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Cloud público (+5) | ✅ Usa IA (+8) | ✅ I+D público (+5);67.0;guipúzcoa
1,75;TALLERES BETIPRESS SL;mediana;2511;Fabricación de estructuras metálicas y sus componentes;B20749727;25000000;0;0.0;Sin match;2001;Oiartzun;~28 (einforma, empresite);www.no identificada;Fabricación de estructuras metálicas y sus componentes.;~0-5 técnicos;Empresa industrial tradicional con baja complejidad de software aparente.;No identificado públicamente;Sin datos;Ninguno;Sin datos;NO. Sin evidencia de uso.;ON-PREMISE (inferido);Pyme consolidada en el sector industrial.;Alto;Ingeniero industrial o de producción.;DESCARTAR;POSIBLE;🟡 POSIBLE (46/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 28 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);46.0;guipúzcoa
1,752;GRAPHENEA SEMICONDUCTOR SL.;mediana;7219;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;B75183202;25000000;0;0.0;Sin match;2017;Donostia / San Sebastián;23 (Empresite/eInforma 2024);www.graphenea.com;Fundición (foundry) dedicada a la fabricación de chips y materiales avanzados basados en grafeno.;~15-20 técnicos;Deep Tech / Hardware. Fabricación de semiconductores (foundry) con tecnología propia de grafeno para biosensores y optoelectrónica.;No identificado públicamente. Liderazgo técnico ejercido por Amaia Zurutuza (CSO Graphenea) y Elías Torres (Líder de la Foundry).;Graphenea S.A. (participada por Repsol);Ninguno;Sí, ha recibido ayudas de la Agencia Estatal de Investigación y participa en el Graphene Flagship de la UE.;SÍ. Se utiliza para integrar nuevas estrategias en marketing y ventas con impacto directo en la innovación tecnológica de la compañía.;HÍBRIDA. Una oferta de empleo sugiere el uso de AWS, Azure o GCP para la integración de computación de alto rendimiento (HPC) en la nube.;Ingresos consolidados de 4.18M€ en 2022 (Graphenea) con un crecimiento del 34% y EBITDA positivo. Inversión estratégica de Repsol.;Máximo;Híbrido Hardware/Software/Investigación (Física, Química, Materiales, Electrónica);TIBURÓN;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 23 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Cloud público (+5) | ✅ Usa IA (+8);62.0;guipúzcoa
1,754;MECANIZADOS MARKIEGI S.L.;mediana;2593;Fabricación de productos de alambre, cadenas y muelles;B20777421;25000000;0;0.0;Sin match;2002;Bergara;4 (einforma/Iberinform);www.mecanizadosmarkiegi.com;Mecanizado de piezas de precisión, decoletaje y fabricación de tornillería y derivados de alambre.;~1-3 técnicos;Empresa industrial tradicional. Utiliza maquinaria de control numérico (CNC) y centros de mecanizado. Sin desarrollo de software propio, IA o IoT.;No identificado públicamente;Sin datos públicos detallados, estructura de Sociedad Limitada.;Ninguno;Ha recibido subvenciones de SPRI (Agencia Vasca de Desarrollo Empresarial).;NO. No hay evidencia de uso de IA en sus procesos productivos o de gestión.;ON-PREMISE;Facturación estimada entre 1,5 y 3 millones de euros. Empresa consolidada en su nicho industrial.;Bajo;Hardware (Maquinaria industrial);DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,758;ESPAMBOLF SL.;mediana;2433;Producción de perfiles en frío por conformación con plegado;B75212803;25000000;0;0.0;Sin match;2019;Zumaia;37 (eInforma 2023);www.no identificado públicamente;Soldadura, calderería y montajes de estructuras metálicas y tuberías.;~1-2 técnicos;Industrial (Calderería y estructuras metálicas);No identificado públicamente;Administradores Solidarios: Sanabria Condori Lucio, Callata Vallejos Ciprian, Paco Camperos Jorge, Choque Davalos Carlos Felix.;Ninguno;Red.es;NO (Actividad industrial tradicional sin evidencia de uso de IA);ON-PREMISE;Facturación estimada entre 1,5 y 3 millones de euros.;Bajo;Industrial;DESCARTAR;POSIBLE;🟡 POSIBLE (42/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 37 empleados (+4) | ✅ CTO identificado (+8);42.0;guipúzcoa
1,759;ERVITIMUSIK SL.;mediana;4649;Comercio al por mayor de otros artículos de uso doméstico;B16735995;25000000;0;0.0;Sin match;2021;Andoain;11 – 25 (Iberinform);www.no identificado públicamente;Comercio al por mayor y menor de instrumentos musicales y aparatos electrónicos.;No se detecta equipo de ingeniería.;Empresa de distribución y venta de instrumentos musicales, sin desarrollo tecnológico aparente.;No identificado públicamente;Administrador Único: Jose Manuel Emiliano Garate Eizaguirre.;Ninguno;Sin datos;NO;No se detecta uso de plataformas cloud.;La facturación reportada en diversos informes (entre 1,5 y 3 millones de euros) es drásticamente inferior a los 250M€ indicados. La empresa es un proveedor recurrente en licitaciones públicas.;Bajo;Comercial / Licitaciones;DESCARTAR;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
1,762;IKEI RESEARCH & CONSULTANCY, SA;mediana;7022;Otras actividades de consultoría de gestión empresarial;A20051868;25000000;0;0.0;Sin match;1977;Donostia-San Sebastián;32 (Empresite, 2025);www.ikei.es;Consultoría de dirección, análisis socioeconómico, corporate finance y asesoramiento jurídico y fiscal.;~3-5 técnicos;Consultoría tradicional con enfoque en análisis de datos y estudios socioeconómicos. Sin desarrollo de software propio.;No identificado públicamente;El equipo directivo y personal clave de la compañía (Management Buy-Out en 2015).;Ninguno;Sin datos directos (CDTI/Hazitek), aunque colabora en estudios para entidades públicas como SPRI.;NO. No hay evidencia en su web ni en las noticias de que utilicen o desarrollen soluciones de inteligencia artificial.;Sin datos;Empresa consolidada fundada en 1977 con un Management Buy-Out (MBO) exitoso en 2015, lo que sugiere estabilidad y rentabilidad.;Alto;Consultores con perfil analítico (economía, sociología, etc.), no perfiles de ingeniería de software.;PYME;VIABLE;🟢 VIABLE (56/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 32 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);56.0;guipúzcoa
1,764;ELIRECON ERC SL;mediana;3822;Tratamiento y eliminación de residuos peligrosos;B20540357;25000000;0;0.0;Sin match;1995;Irún;9 (einforma, empresite);www.elirecon.com;Gestión y tratamiento de residuos sanitarios y peligrosos en el País Vasco y Navarra.;~1-3 técnicos;Software propio de trazabilidad y gestión telemática de residuos (GRP) para comunicación con la administración (IKS-eeM).;No identificado públicamente;Empresa familiar (Familia González).;Ninguno;Sin datos;NO. No hay evidencia del uso de IA en sus servicios o productos.;Sin datos;Empresa familiar consolidada con una facturación reportada entre 1,5 y 3 millones de euros.;Bajo;Logística y servicios medioambientales con un componente de software para la trazabilidad.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,765;GRAPHENEA SA;mediana;7219;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;A75022608;25000000;6;1.0;Exacto (Normalizado);2010;Donostia-San Sebastián;32 (Web oficial);www.graphenea.com;Producción de grafeno y desarrollo de aplicaciones tecnológicas y de semiconductores.;~20-25 técnicos;Producción de materiales avanzados (grafeno) y servicios de fundición de semiconductores (Graphene Foundry).;Amaia Zurutuza - Scientific Director (Web oficial);Inversores privados y Repsol.;Ninguno;CDTI, Unión Europea (Programa Graphene Flagship), Hazitek (Gobierno Vasco).;NO. No se ha identificado el uso de IA en sus productos o servicios principales, que se centran en la producción de materiales y la fabricación de semiconductores.;No identificado públicamente;Facturación consolidada de 4.18M€ en 2022 con un EBITDA positivo de 0.78M€. Ha recibido inversión de Repsol y financiación pública recurrente.;Alto;Híbrido Hardware/I+D (Materiales y Semiconductores);TIBURÓN;VIABLE;🟢 VIABLE (64/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 32 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5) | ✅ Sector tech premium (+10);64.0;guipúzcoa
1,766;BILTZAILE BERRIAK SL;mediana;2229;Fabricación de otros productos de plástico;B20639522;25000000;0;0.0;Sin match;1998;Urnieta;6 (eInforma 2024);www.biltzaileberriak.com;Recuperación y reciclaje de plásticos procedentes de la industria para su posterior comercialización.;~1-2 técnicos;Planta de reciclaje de plásticos con procesos de triturado y tratamiento de diversos polímeros.;No identificado públicamente;Sin datos;Ninguno;Sin datos;NO. No hay indicios del uso de IA en sus procesos de reciclaje.;ON-PREMISE;Empresa consolidada en el sector del reciclaje de plásticos en el País Vasco.;Bajo;Híbrido Hardware/Soft;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,767;WA CONCEPCION IBERICA SL;mediana;4652;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;B20952537;25000000;0;0.0;Sin match;2007;Donostia/San Sebastián;1 (eInforma/Empresite 2023);www.no identificado públicamente;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes.;No estimado por falta de información;No identificada por falta de web oficial o información técnica.;No identificado públicamente;Socio único: STORM ELEC;Ninguno;Sin datos;NO;No identificada;La facturación de 250M€ indicada en el prompt contrasta fuertemente con el número de empleados reportado (1) y la clasificación como 'empresa pequeña'. Páginas Amarillas estima una facturación entre 1.000.000€ y 2.500.000€. Dada la inconsistencia, la solvencia es difícil de determinar.;Bajo;No identificable por falta de información;DESCARTAR;POSIBLE;🟡 POSIBLE (48/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Sector tech premium (+10);48.0;guipúzcoa
1,77;NEWTEK SOLIDOS SL;mediana;2829;Fabricación de otra maquinaria de uso general n.c.o.p.;B20502332;25000000;0;0.0;Sin match;1994;Zumaia;15 (Empresite, año 2025);www.newteksolidos.com;Diseño, fabricación y montaje de instalaciones para almacenamiento y transporte neumático de sólidos a granel.;~5-10 técnicos;Sistemas de automatización y control de procesos industriales para la manipulación de materiales sólidos.;No identificado públicamente;Sin datos públicos disponibles sobre la estructura accionarial.;Ninguno;Ha recibido ayudas de SPRI (Hazinnova, Industria Digitala).;NO. No hay evidencia del uso de IA en sus productos o comunicaciones públicas.;Sin datos;"Empresa consolidada con más de 500 instalaciones en todo el mundo y clientes como Renfe, Repsol, Talgo y Siemens. La facturación indicada de 250M€ no ha podido ser verificada y parece incorrecta; los datos públicos apuntan a una PYME industrial.";Alto;Híbrido Hardware/Software (Ingeniería de procesos, automatización industrial).;PYME;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
1,771;URBELAN PROYECTOS E INVERSIONES SL;mediana;4110;Promoción inmobiliaria;B20920245;25000000;0;0.0;Sin match;2006;Donostia-San Sebastián;0 - 10 (Iberinform);www.urbelan.com;Promoción inmobiliaria y participación en empresas del sector de la construcción.;No se detecta un equipo de ingeniería de software relevante.;Su enfoque tecnológico está en la digitalización de procesos constructivos, sin evidencia de desarrollo propio de IA, software complejo o IoT.;No identificado públicamente;El socio único es CONSTRUCCIONES SUKIA ERAIKUNTZAK SA.;Ninguno;Participa en el programa Hazitek del Gobierno Vasco para proyectos de I+D.;NO. No hay evidencia pública del uso o desarrollo de soluciones de inteligencia artificial.;Sin datos;La empresa es una filial de CONSTRUCCIONES SUKIA ERAIKUNTZAK SA, un grupo constructor consolidado. La facturación de 250M€ probablemente corresponde al grupo.;Alto;Principalmente perfiles de construcción y gestión de proyectos inmobiliarios.;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ I+D público (+5);43.0;guipúzcoa
1,773;INNOVAE GROUP SL.;mediana;6202;Actividades de consultoría informática;B95745592;25000000;0;0.0;Sin match;2013;Donostia-San Sebastián;45 (Empresite);www.innovae.eu;Desarrollo de soluciones de Realidad Aumentada y Virtual para la industria 4.0 y educación.;~15-25 técnicos;SaaS y soluciones a medida con Realidad Aumentada, Realidad Virtual, IA y visión por computador.;No identificado públicamente;Fundadores y posible equipo directivo (No se detallan públicamente).;Ninguno;CDTI, SPRI (Hazitek), Lanbide;SÍ. Desarrollo de modelos de IA embebidos para asistir a técnicos de campo y reconstrucción de entornos mediante SLAM para asistencia remota.;No especificado (probablemente HÍBRIDA combinando cloud y on-premise por la naturaleza de sus clientes industriales);Facturación superior a 3M€ y acceso a financiación pública (CDTI, SPRI), indicando una estructura financiera estable y validación por organismos públicos.;Alto;Híbrido Software (AR/VR/IA) y Hardware (integración con dispositivos como HoloLens).;TIBURÓN;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 45 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);65.0;guipúzcoa
1,774;BUSINESS SOLUTIONS PROVIDER S.L.;mediana;4690;Comercio al por mayor no especializado;B20865879;25000000;0;0.0;Sin match;2005;Donostia-San Sebastián;2 (einforma);www.bspweb.es;Suministro y comercialización de productos para laboratorio, industria y construcción.;No aplica (empresa no tecnológica);Baja (comercio y distribución);No identificado públicamente;Sin datos públicos;Ninguno;Detectada (Gobierno Vasco, 2014-2015);NO. No se ha identificado el uso de IA en sus operaciones o servicios.;Sin datos;A pesar de un volumen de ventas declarado alto, el tamaño de la plantilla y la falta de información financiera detallada sugieren una estructura muy pequeña.;Bajo;No aplica (empresa no tecnológica);DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,775;METAL GLOBAL SOLUTIONS SL.;mediana;2410;Fabricación de productos básicos de hierro, acero y ferroaleaciones;B75198671;25000000;0;0.0;Sin match;2018;Hernani;~12 (einforma);www.metalgs.com;Calderería media y pesada, fabricación, mecanizado y ensamblado de productos industriales.;~5-10 técnicos;Ingeniería industrial y mecánica para la fabricación de bienes de equipo y calderería a medida.;No identificado públicamente;SHIBUMI NUEVOS PROYECTOS SL (Administrador: Borja Gomez Usabiaga);Ninguno;Sin datos;NO (Actividad industrial tradicional sin evidencia de aplicación de IA en sus productos o procesos);ON-PREMISE;La facturación de 250M€ indicada parece incorrecta. Fuentes públicas apuntan a una facturación muy inferior, propia de una PYME.;Bajo;Híbrido Hardware/Industrial;PYME;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);50.0;guipúzcoa
1,776;CONSTRUCCIONES METALICAS ANDUEZA SL;mediana;2529;Fabricación de otras cisternas, grandes depósitos y contenedores de metal;B75170050;25000000;1;0.92;Fuzzy Match (CONSTRUCCIONES METALICAS ANURIA);2016;Irún;10 (eInforma);www.no identificada públicamente;Construcción metálica, calderería y fabricación de grandes depósitos y contenedores de metal.;~1-2 técnicos;Empresa industrial tradicional del sector metalúrgico sin evidencia pública de desarrollo de software propio, IA o complejidad tecnológica digital.;No identificado públicamente;Socio único inicial: CALDERERIA ANDUEZA SL. Administrador Único actual: HANDU XXI SERVICIOS CENTRALES SL.;Ninguno;Sin datos;NO. No hay indicios de uso de IA en su actividad, que es de carácter industrial tradicional.;ON-PREMISE;La cifra de ventas de 250M€ indicada en el prompt parece inconsistente con los 10 empleados reportados por eInforma. Axesor reporta ventas entre 1.5M€ y 3M€.;Bajo;Hardware;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,779;AUTOCARES IPARRAGUIRRE SL;mediana;4939;tipos de transporte terrestre de pasajeros n.c.o.p.;B20078242;25000000;0;0.0;Sin match;1982;Oiartzun;18 (einforma);www.iparbus.com;Transporte discrecional de viajeros por carretera, ofreciendo servicios nacionales e internacionales.;~1 técnico;Web corporativa para marketing y solicitud de presupuestos, sin aparente complejidad tecnológica como IA o software propio.;Francisco Javier R... - Director/Responsable de Informática (einforma);No identificado públicamente, probablemente de carácter familiar.;Ninguno;Beneficiaria del Plan de Recuperación, Transformación y Resiliencia - Next Generation EU.;NO. No hay indicios en su web ni en noticias de la utilización de IA en sus operaciones.;ON-PREMISE;Empresa con una larga trayectoria desde 1982. La facturación real parece ser considerablemente inferior a la indicada en el prompt inicial, situándose en un rango de pyme.;Bajo;No se detecta un perfil tecnológico relevante. El responsable de informática parece ser el administrador único, sugiriendo un rol de gestión más que técnico.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,78;INDUMAQ COATING SL;mediana;3011;Construcción de barcos y estructuras flotantes;B20985099;25000000;0;0.0;Sin match;2008;Pasaia;~7-10 (eInforma/Axesor);www.indumaqcoating.com;Tratamiento de superficies y aplicación de pintura en los sectores naval e industrial.;~1-2 técnicos;Servicios industriales tradicionales. No se detecta desarrollo de software, IA, IoT u otra complejidad tecnológica.;No identificado públicamente;No identificado públicamente;Ninguno;Ha recibido subvenciones del Gobierno Vasco (Osalan), pero los detalles no están disponibles.;NO. Su actividad se centra en servicios industriales manuales y no hay indicios de aplicación de IA.;No identificado;La empresa es una PYME consolidada en su sector. Sin embargo, existe una gran discrepancia entre la facturación de 250M€ proporcionada y los datos de Axesor que la sitúan entre 1.5M€ y 3M€. El número de empleados (7-10) se alinea con la cifra de facturación más baja.;Bajo;Industrial;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
1,781;TALLERES ANDIANO SL;mediana;2899;Fabricación de otra maquinaria para usos específicos n.c.o.p.;B20400305;25000000;0;0.0;Sin match;1992;Lezo;19 (Empresite 2025);www.talleresandiano.net;Mecanizado de piezas, construcción y reparación de maquinaria industrial y máquina herramienta.;~2-4 técnicos;Empresa industrial tradicional. Proyectos de ingeniería mecánica, sin desarrollo de software, IA o IoT.;No identificado públicamente;Sin datos públicos, probablemente propiedad privada/familiar.;Ninguno;Sin datos;NO. No hay indicios de aplicación de IA en sus procesos o productos.;ON-PREMISE;PYME consolidada con larga trayectoria desde 1969. Facturación estimada entre 1,5 y 3 millones de euros.;Alto;Hardware (Ingeniería Mecánica);PYME;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
1,782;ENKOA SYSTEM SL;mediana;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;B20647632;25000000;3;1.0;Exacto (Normalizado);1998;Mendaro;~58 (LinkedIn x1.2x);www.enkoa.com;Diseño y fabricación de sistemas electrónicos de identificación, control y monitorización (IoT).;~20-25 técnicos;Híbrido Hardware/Software: Dispositivos IoT con sensores, RFID y comunicación wireless (IEEE 802.15.4) y software de control web.;No identificado públicamente;ASSA ABLOY Global Solutions (adquirida en Sep 2023);Ninguno;CDTI Misiones 2024 (193.700,46€);NO (Sus sistemas se basan en sensórica y lógica de control, sin evidencia pública del uso de IA para aprendizaje o predicción).;HÍBRIDA;Adquisición por parte del grupo multinacional sueco ASSA ABLOY en 2023, un líder global en soluciones de acceso.;Máximo;Híbrido Hardware/Software (IoT/Embebido);TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (71/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 58 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5) | ✅ Sector tech premium (+10);71.0;guipúzcoa
1,783;ADMILAC SERVICIOS PROFESIONALES SOCIEDAD LIMITADA.;mediana;4633;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;B95329835;25000000;0;0.0;Sin match;2004;Donostia-San Sebastián;28 (eInforma 2025);www.kaiku.es;Servicios de administración y comercio al por mayor de productos lácteos para el grupo Kaiku.;~0-5 técnicos;Baja. Principalmente gestión de sistemas (ERP) y soporte a usuarios para una empresa de alimentación.;No identificado públicamente;Kaiku Corporación Alimentaria (propiedad de Emmi AG (~73.5%), Kaiku S.Coop (~10.8%), Laboral Kutxa (~8.2%) y Gobierno Vasco (~7.3%));Finkatuz (fondo de inversión público). Ekarpen Private Equity fue accionista en el pasado.;2.700€ de SPRI en 2024 para 'Competencias Digitales Profesionales'.;NO. No hay evidencia pública del uso de IA en sus operaciones o servicios.;No identificado públicamente;Filial de Kaiku Corporación Alimentaria, un grupo con ventas cercanas a los 600M€ y propiedad mayoritaria de la multinacional suiza Emmi AG.;Máximo;Soporte a la gestión y operaciones de un gran grupo de alimentación.;TIBURÓN;POSIBLE;🟡 POSIBLE (41/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 28 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ✅ Con PE/VC (+5) | ❌ Sector bajo salario (-10);41.0;guipúzcoa
1,786;ATOTXA ERREKA 2019 SL.;mediana;4110;Promoción inmobiliaria;B75215632;25000000;0;0.0;Sin match;2019;Donostia-San Sebastián;0 (eInforma);www.cassagrupo.com;Promoción y construcción inmobiliaria, compraventa de bienes inmuebles y urbanización de terrenos.;No aplica (empresa de promoción inmobiliaria);Promoción inmobiliaria tradicional. No se detecta complejidad tecnológica a nivel de software, IA o similar.;No identificado públicamente;Administradores Solidarios: Ramon Loinaz Garcia y Maria Yolanda Garbayo Alduan (vinculados a Cassa Grupo Empresarial SL);Ninguno;Sin datos;NO. No hay indicios de uso de IA en su actividad de promoción inmobiliaria.;No aplica;La empresa parece ser un vehículo para un proyecto específico del grupo Cassa Grupo. La solvencia depende de la salud financiera del grupo matriz.;Bajo;Promotor inmobiliario;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,787;ZEN RODAMIENTOS SL.;mediana;4669;Comercio al por mayor de otra maquinaria y equipo;B20701959;25000000;0;0.0;Sin match;2000;Irún;13 (Empresite);www.zen.biz;Distribución y venta de rodamientos miniaturizados y productos técnicos en general.;~2-5 técnicos;Empresa de fabricación y distribución de componentes industriales (rodamientos). Su tecnología se centra en la automatización de procesos de fabricación y en su sistema de control de calidad, que permite trazar el historial de inspección de cada producto mediante un código único.;No identificado públicamente;Parte del Grupo ZEN, fundado en Alemania.;Ninguno;Sin datos;NO;ON-PREMISE;Empresa consolidada dentro de un grupo internacional (Grupo ZEN) con presencia en 18 países y ventas de 250M€.;Alto;Hardware;DESCARTAR;POSIBLE;🟡 POSIBLE (42/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);42.0;guipúzcoa
